"Id","SalePrice"
1810,138040.421716086
1811,108753.722606432
1812,104241.363605927
1813,125795.919134715
1814,97330.1873461697
1815,59103.3423332374
1816,102121.145325947
1817,114787.787404745
1818,155157.68677563
1819,132694.812034706
1820,75310.2304497226
1821,126257.813890505
1822,156061.555411845
1823,65798.5030244198
1824,129453.744753284
1825,131282.830872407
1826,111568.716839424
1827,105698.163206633
1828,132190.114862519
1829,139645.643758946
1830,144550.929013775
1831,170418.670047507
1832,98946.2854925996
1833,150614.819633663
1834,132841.043731588
1835,138410.200329705
1836,133861.073868725
1837,88296.0207519804
1838,138131.166102822
1839,99197.2447650244
1840,134584.94971688
1841,137989.147652298
1842,97566.2298014188
1843,128716.131966315
1844,152910.004566581
1845,140992.072106959
1846,155057.994166894
1847,160153.682535044
1848,59031.8071390098
1849,121267.291357257
1850,121066.324142961
1851,157400.906567565
1852,127143.856260108
1853,129718.807872989
1854,177250.226697927
1855,177802.389324487
1856,219015.224223403
1857,154272.384810616
1858,151169.669064559
1859,138015.809305668
1860,151718.693823339
1861,137173.107046462
1862,302597.453072003
1863,294239.946445693
1864,294335.525772961
1865,319656.008923691
1866,315788.202420415
1867,233257.250629303
1868,278789.715672144
1869,201378.151260811
1870,229489.891712422
1871,255546.552293956
1872,174965.779444134
1873,215970.944001064
1874,138419.94795533
1875,211267.234185384
1876,191503.131671905
1877,209549.728549773
1878,206026.240812777
1879,126414.909841549
1880,129548.267244954
1881,233417.253176976
1882,245273.759040546
1883,193052.678698126
1884,203451.421255732
1885,244795.42817314
1886,274750.749869945
1887,204508.937561468
1888,261842.475647045
1889,171593.658816512
1890,121216.64634982
1891,155696.297018703
1892,99532.6446192179
1893,139612.66371118
1894,131456.718782477
1895,146019.132686025
1896,129763.173135333
1897,116436.703581913
1898,120761.404817839
1899,150743.246839507
1900,140399.858714961
1901,149023.327711175
1902,135011.235026603
1903,205063.779970321
1904,127083.440712705
1905,177217.064777761
1906,148811.208204956
1907,195864.711776344
1908,118435.912770354
1909,142462.843088562
1910,130358.644932203
1911,202826.348045567
1912,290321.720431198
1913,139281.032454271
1914,73881.6423746793
1915,255866.786620552
1916,67877.2846953129
1917,262433.320278227
1918,139143.319965089
1919,178486.697505473
1920,162364.783563317
1921,351616.931722612
1922,310358.820502671
1923,226046.925569176
1924,215250.516178036
1925,203869.12651586
1926,342248.351885765
1927,131066.953618822
1928,162285.381308452
1929,118247.079492761
1930,149357.840194467
1931,137804.904535229
1932,143964.926692278
1933,159054.258058359
1934,182521.324916357
1935,171824.4764447
1936,183704.383173375
1937,189218.841609993
1938,170078.883074442
1939,242002.06940329
1940,186420.508449539
1941,176840.965523469
1942,190181.380420864
1943,205348.984577037
1944,305853.558317608
1945,336276.169731183
1946,158554.970568237
1947,291643.868287984
1948,170157.126137486
1949,237195.136237617
1950,186656.342345515
1951,248649.472011319
1952,221604.310689992
1953,172423.653050389
1954,201210.106387148
1955,137784.54838449
1956,294087.487573293
1957,162087.935190138
1958,285762.896627967
1959,148346.031472142
1960,112080.599267728
1961,120661.636730583
1962,109797.695299201
1963,112962.565009146
1964,112517.269999443
1965,149118.954190981
1966,150510.96861374
1967,270212.654741846
1968,348922.331205003
1969,342492.945978456
1970,365334.463485861
1971,430744.911537772
1972,345687.258062091
1973,260075.065357996
1974,306401.638713977
1975,415902.893344927
1976,258469.69041343
1977,322951.236399042
1978,310406.881931914
1979,316970.397913851
1980,204974.429920846
1981,318365.348756282
1982,223324.627897397
1983,212464.297867625
1984,172297.124766028
1985,213411.909189034
1986,219121.7298197
1987,180665.097815707
1988,177166.448437869
1989,199140.735188106
1990,209799.398186577
1991,212133.589043899
1992,213244.063264895
1993,183235.776800656
1994,237818.779212086
1995,191366.640964644
1996,240584.520685962
1997,304369.033954127
1998,284571.440695009
1999,243380.638091608
2000,274869.805192746
2001,245387.789865309
2002,246437.358616898
2003,249984.635831095
2004,263924.786223848
2005,244932.437261284
2006,215762.408801241
2007,249614.395555554
2008,196157.784040385
2009,187241.57386698
2010,196471.284974915
2011,155244.98922898
2012,180221.191787069
2013,177219.071624635
2014,182610.508738285
2015,204719.924391826
2016,186135.982034499
2017,199125.453832931
2018,120450.553444188
2019,129825.162057524
2020,110215.173328597
2021,107413.680481989
2022,179969.078589777
2023,155812.382511517
2024,232839.520503259
2025,319778.333968802
2026,175330.826189909
2027,152573.164973911
2028,160050.930362355
2029,158206.990781524
2030,262190.717715679
2031,236350.062100793
2032,254612.016460023
2033,251407.798831291
2034,168732.665742084
2035,211248.846806722
2036,200224.055350672
2037,201820.399083184
2038,307969.528207058
2039,217926.244229319
2040,316256.583879288
2041,273604.87265305
2042,197014.957267659
2043,169791.619235664
2044,181881.108892241
2045,209552.64352648
2046,151070.998530345
2047,143749.860974747
2048,132780.902628009
2049,152220.162678992
2050,191665.662610681
2051,107087.991594525
2052,122201.614234156
2053,142195.189883627
2054,90570.1818123944
2055,154974.708181319
2056,151824.682034112
2057,118711.068767422
2058,205928.091623649
2059,131298.806238447
2060,155341.876166181
2061,179703.842029605
2062,126715.104670076
2063,116154.355283909
2064,132322.359213521
2065,116138.579454551
2066,178356.908729772
2067,138290.607965158
2068,154836.025896432
2069,87481.8502943004
2070,110031.27644149
2071,88249.7518106487
2072,147228.573309718
2073,140264.928501833
2074,190872.105713611
2075,145326.6877654
2076,119339.556900944
2077,135919.206215289
2078,119113.907787665
2079,143418.047136187
2080,120737.712374993
2081,134196.996862922
2082,121889.669461143
2083,145272.769065547
2084,103065.789294132
2085,117646.352562489
2086,140926.889985901
2087,138076.695612912
2088,104854.409716784
2089,88098.4555854807
2090,133237.435677541
2091,109196.297478938
2092,128021.51081336
2093,131416.782563973
2094,125797.112411323
2095,155789.14414781
2096,91508.4808110408
2097,105374.697412583
2098,150905.031805838
2099,51628.9848284952
2100,102442.577082337
2101,126178.79315308
2102,146009.125924156
2103,107635.822702765
2104,158177.377990462
2105,125935.326438806
2106,76461.7529371963
2107,194398.38930201
2108,123918.352660769
2109,112845.882333695
2110,126534.726322733
2111,154257.074477216
2112,135708.228424976
2113,128335.124563355
2114,127355.115486668
2115,161491.482652053
2116,119468.342567373
2117,146146.046976324
2118,134020.217644086
2119,114717.880679022
2120,119429.368274342
2121,95348.3007986832
2122,101818.931370011
2123,92974.6981693377
2124,178353.617390414
2125,140709.00449882
2126,153162.362054695
2127,159837.474692018
2128,129939.013085722
2129,106912.029017163
2130,139329.208560993
2131,159098.732702928
2132,124132.476879098
2133,130523.25140144
2134,127593.762050906
2135,108951.2571775
2136,81400.4180099993
2137,108616.873761097
2138,135171.032110285
2139,157991.308522843
2140,137035.960517371
2141,160754.233536106
2142,125790.104917855
2143,139185.960253923
2144,124135.071808836
2145,136359.634702643
2146,161605.306015106
2147,155224.690526484
2148,145695.300066407
2149,144021.396238139
2150,218518.944424658
2151,124167.265866561
2152,163020.85318533
2153,149022.704475733
2154,106893.025516535
2155,146053.487581162
2156,232473.117961246
2157,218997.665944256
2158,233021.143502018
2159,217881.757048082
2160,186804.066723565
2161,242391.19887348
2162,342001.393668838
2163,332719.422417425
2164,251256.999834063
2165,185820.874903292
2166,146939.366143022
2167,206836.381845939
2168,194919.495889744
2169,199554.124632872
2170,216386.290845816
2171,151064.549167131
2172,135273.180165373
2173,168755.917465947
2174,222948.426152026
2175,293481.094841916
2176,287536.411721708
2177,229142.092382158
2178,217991.10262414
2179,144674.73337022
2180,210157.457687123
2181,198552.93112544
2182,227916.716839615
2183,197052.811380056
2184,121292.718702253
2185,138153.618353192
2186,152602.022270254
2187,159189.868582984
2188,164643.983629668
2189,263306.809522692
2190,86753.7465137887
2191,89805.5447068571
2192,85189.5657832163
2193,113408.262659558
2194,109925.005261113
2195,106837.056474248
2196,111734.772877906
2197,116477.373270738
2198,153521.496570807
2199,166040.830328143
2200,134365.731921834
2201,139553.74978919
2202,194829.990076421
2203,136436.729735907
2204,162519.683524279
2205,115448.544327315
2206,127923.047343648
2207,198558.21615254
2208,237288.023062625
2209,183443.486655598
2210,127904.055274548
2211,126783.526638564
2212,131679.541713337
2213,107280.178538745
2214,144126.80168462
2215,109366.33580595
2216,150952.05754846
2217,68078.106073539
2218,92263.2676267786
2219,88804.7804876789
2220,90787.8056874742
2221,255914.272323703
2222,230811.524600729
2223,276248.447659476
2224,211338.977881705
2225,138340.95662161
2226,165579.715065074
2227,198150.415478148
2228,262466.171858278
2229,250342.747911602
2230,151893.277487234
2231,209664.061762541
2232,176412.244266127
2233,182660.306299806
2234,244138.890278816
2235,205997.390126036
2236,259910.574964857
2237,299393.877718614
2238,217189.888790889
2239,122900.924335284
2240,167004.67917382
2241,143592.441932551
2242,130550.34077316
2243,135928.660678729
2244,105459.89257989
2245,100239.348095434
2246,142515.63301172
2247,118912.076392427
2248,117887.154466372
2249,122085.113932189
2250,131788.110037439
2251,129791.505422696
2252,180293.832479024
2253,162216.283776292
2254,185420.355114655
2255,185380.785179085
2256,189746.806910116
2257,196602.330442785
2258,172520.96547314
2259,169745.123034881
2260,156937.539454597
2261,183829.389860647
2262,204724.901905686
2263,319465.670755284
2264,400053.769153884
2265,181704.07805678
2266,285642.622352223
2267,301495.603638206
2268,381153.772599094
2269,160438.652462826
2270,199448.945098359
2271,220190.31217196
2272,214178.277386458
2273,170081.728704488
2274,179667.489500868
2275,159430.615906986
2276,192505.99039238
2277,181357.975581617
2278,154397.171436535
2279,126721.41371727
2280,113968.323751839
2281,166533.325156879
2282,189530.982768137
2283,118075.735004852
2284,123705.671469637
2285,144069.19946697
2286,120835.446422075
2287,330829.416505067
2288,261910.243031652
2289,309858.822091036
2290,376623.914983697
2291,302909.220921955
2292,387505.598617048
2293,396470.619041748
2294,351339.547165738
2295,412165.506103386
2296,261944.722988894
2297,298260.584229223
2298,305812.920748162
2299,313634.36626654
2300,305474.366833432
2301,282919.579670852
2302,232673.346149969
2303,240100.037021454
2304,244176.818132227
2305,179290.373128981
2306,178061.405080811
2307,186949.368105535
2308,220974.934180991
2309,279216.432048264
2310,214919.98875399
2311,196182.478428177
2312,177087.429547135
2313,179235.589413521
2314,187889.448301553
2315,175301.935235258
2316,194200.332666641
2317,190203.153783576
2318,172369.545858658
2319,184328.566956601
2320,186745.85468216
2321,239708.63983501
2322,181683.192637091
2323,196067.376540294
2324,196895.213752434
2325,209342.0714914
2326,187906.093309166
2327,207567.147536223
2328,223165.361126565
2329,190611.667809713
2330,177331.649494118
2331,308418.167992623
2332,355768.019053545
2333,295897.76862861
2334,240032.656664087
2335,260831.028899818
2336,282785.319989911
2337,195144.446931366
2338,259642.18283766
2339,232219.618435924
2340,374389.724755892
2341,205074.69332364
2342,232182.166851612
2343,216675.270671493
2344,217774.646914207
2345,238608.670004845
2346,213281.657479196
2347,190173.976573066
2348,233142.914262044
2349,160077.429620569
2350,287647.710416515
2351,241888.124322036
2352,252384.586794835
2353,223889.821755725
2354,137658.413203798
2355,153467.459562264
2356,157327.5652948
2357,194394.580479598
2358,192463.747212623
2359,138906.391588773
2360,116538.565972723
2361,136381.641834089
2362,252125.449457698
2363,140555.126968877
2364,164876.773552938
2365,218877.685745724
2366,192570.238100944
2367,220118.827037089
2368,204688.363708947
2369,214622.33538243
2370,159859.674614443
2371,160758.509224789
2372,181955.196453383
2373,260989.732337744
2374,274728.047548502
2375,231475.644560093
2376,254726.925477463
2377,293397.174033876
2378,147867.40944906
2379,202014.900545785
2380,151906.201791437
2381,166751.502838809
2382,207696.777479549
2383,204019.409384237
2384,230552.533633202
2385,158846.459224752
2386,138116.856193188
2387,134811.920165657
2388,115852.423316683
2389,129742.626908702
2390,143213.31552326
2391,135041.252007021
2392,109735.35226638
2393,171773.774739585
2394,141425.358932005
2395,193766.398802343
2396,152373.615891089
2397,205593.289252223
2398,125715.790793404
2399,70444.8773743847
2400,66606.2750413344
2401,113396.509315185
2402,130683.387367068
2403,152453.517497773
2404,151339.658486533
2405,157497.123655918
2406,139514.381477633
2407,123904.674103937
2408,136619.377068295
2409,122657.001849788
2410,185946.37638884
2411,114785.088076013
2412,147805.775846961
2413,129060.620016531
2414,149670.97800632
2415,139935.495471969
2416,133198.228233867
2417,131905.471761262
2418,126068.810294155
2419,123882.22365735
2420,117869.643288265
2421,140979.965115978
2422,115766.63151389
2423,115136.731186155
2424,160725.136186999
2425,193793.313683806
2426,122962.020726566
2427,124121.300964347
2428,179790.026198665
2429,111898.966339383
2430,132645.871144709
2431,121719.143621954
2432,134375.671200783
2433,129821.882209483
2434,130496.072297971
2435,141066.812564733
2436,107054.272228365
2437,108359.660983296
2438,118400.204769619
2439,114877.647519129
2440,134193.623592411
2441,110904.423017802
2442,103854.064822417
2443,126754.526780414
2444,132673.847110097
2445,94908.8489276737
2446,126531.593499315
2447,183307.775940207
2448,141503.82313355
2449,114559.548040991
2450,160245.570642805
2451,128938.111764192
2452,191930.859721397
2453,98361.1866815944
2454,126996.253985314
2455,115161.090967051
2456,136046.19644188
2457,126399.572387188
2458,129186.497567938
2459,103045.066227352
2460,141902.22895648
2461,125133.816893894
2462,129496.174949368
2463,127113.659037796
2464,163168.184993732
2465,135937.864205284
2466,122593.427606836
2467,151267.051363966
2468,92095.0863650805
2469,91740.6542766237
2470,200430.469572792
2471,208906.163911229
2472,168905.296198275
2473,120366.982767226
2474,96438.1757116055
2475,223203.581347656
2476,114243.646445905
2477,124568.222943809
2478,159177.967902715
2479,116291.997471298
2480,144304.815984034
2481,123547.049451343
2482,129277.448562674
2483,114926.567556854
2484,122558.558350345
2485,121907.193897481
2486,150034.661103221
2487,185882.497239576
2488,166082.228191158
2489,164872.98289474
2490,143697.427760052
2491,97381.7089917275
2492,186408.755255189
2493,162998.99646289
2494,162138.696131985
2495,106310.096180217
2496,235123.897124717
2497,156200.146948616
2498,106547.903260526
2499,96437.7829253337
2500,123850.163706193
2501,140160.96623709
2502,140659.265537248
2503,98585.8126727258
2504,186662.161706944
2505,221002.079677611
2506,248839.473962263
2507,271907.573254966
2508,248307.52637349
2509,221027.105863101
2510,228638.696000735
2511,181347.9884847
2512,199112.707117921
2513,210933.01448105
2514,253505.079492661
2515,145734.221578394
2516,172552.062114554
2517,137242.453818444
2518,146356.232607783
2519,218339.258399306
2520,213990.622391362
2521,192514.744043495
2522,220112.752942388
2523,127128.277652138
2524,137519.25985155
2525,140980.69343563
2526,135049.154470326
2527,123517.643711029
2528,125036.319556993
2529,133956.285695108
2530,122258.476779762
2531,223771.831737249
2532,224472.123872986
2533,194577.580265063
2534,237637.212982984
2535,282775.311480328
2536,237277.947151851
2537,231232.759605536
2538,184407.441437936
2539,191252.171660209
2540,179957.165137541
2541,187352.904744331
2542,158481.833457012
2543,121850.196265768
2544,119124.313361706
2545,137485.465528145
2546,140682.626404659
2547,148750.343187221
2548,162707.601893827
2549,157803.604238309
2550,623275.826808293
2551,158805.682790444
2552,126716.397898636
2553,89894.5463468565
2554,100868.400041795
2555,126089.440080786
2556,98295.5817819217
2557,105325.731453635
2558,138324.233496748
2559,125772.472216961
2560,138802.862134137
2561,140739.259854237
2562,122876.928542859
2563,137494.584448049
2564,170917.862845273
2565,129195.987196046
2566,138643.671277308
2567,126520.933452486
2568,184328.085762933
2569,193007.024526515
2570,128826.594386005
2571,161262.037599324
2572,170352.071688847
2573,218810.891754893
2574,282757.061995006
2575,141719.115090386
2576,123223.531538192
2577,153411.50272395
2578,93244.6988101845
2579,71597.730333163
2580,119455.044510922
2581,117565.99031139
2582,126733.893984698
2583,242089.765944599
2584,179407.646598583
2585,186939.920077915
2586,216429.785945373
2587,201162.812328998
2588,141737.495083453
2589,152164.296582764
2590,203180.148879618
2591,220428.204737646
2592,210737.776478299
2593,248087.909906088
2594,186341.023311823
2595,212092.850994222
2596,285374.515863287
2597,182989.343398447
2598,255057.560704978
2599,336364.873739012
2600,157653.769203052
2601,152291.213465646
2602,93677.2203572767
2603,96487.9816248415
2604,91705.6457928109
2605,90948.8165289852
2606,144603.663523976
2607,184944.780487559
2608,197395.339419275
2609,158362.585272672
2610,107328.306268527
2611,127499.11561774
2612,152730.658386222
2613,127089.021792916
2614,124292.716244555
2615,154137.570426109
2616,141020.278082594
2617,176141.581980242
2618,190814.638285878
2619,200576.304554608
2620,177954.278169962
2621,177057.294462342
2622,178333.170644053
2623,245679.408021073
2624,269761.580552001
2625,269336.238391825
2626,170633.833495712
2627,170528.672994671
2628,376751.426051173
2629,416289.519461105
2630,327940.448679861
2631,413047.871585674
2632,349378.860909159
2633,283868.509996157
2634,349029.198780605
2635,162647.027725323
2636,185243.707221876
2637,178757.45832581
2638,246882.628903234
2639,193349.317497435
2640,150875.904254566
2641,104753.802769335
2642,189886.919306739
2643,118037.358655696
2644,132863.906686375
2645,116709.516290819
2646,107591.114496852
2647,114478.386953466
2648,145784.664123067
2649,147064.146734774
2650,139731.394650614
2651,147573.152908136
2652,371071.237940205
2653,252484.910710331
2654,236799.297210845
2655,335978.928890602
2656,303515.022174159
2657,315948.426746644
2658,275894.901196591
2659,278052.310581618
2660,322100.110759818
2661,316780.104289702
2662,328164.9511035
2663,273747.399474261
2664,271412.570206405
2665,309739.233496435
2666,273549.286932422
2667,176750.14857851
2668,189268.616313179
2669,178721.647875355
2670,269986.363085463
2671,187679.510414791
2672,196726.703315233
2673,200699.449785592
2674,204490.301763599
2675,170450.362532353
2676,197595.156225478
2677,198650.776869078
2678,238048.241583667
2679,265286.621209889
2680,272035.396199819
2681,353403.510212768
2682,292772.732474374
2683,391090.349983109
2684,283257.755048187
2685,300959.944057887
2686,244353.680216969
2687,285456.624601194
2688,222575.795326549
2689,208643.438478123
2690,376432.772808482
2691,177887.837707851
2692,142546.652991912
2693,196273.553292558
2694,146850.428143814
2695,194563.344100662
2696,187279.458214408
2697,177081.988742868
2698,184538.899147728
2699,177530.277553472
2700,164641.256160899
2701,164993.542909913
2702,122074.409879386
2703,160026.149727732
2704,146451.98324079
2705,119274.97373426
2706,116128.865643213
2707,123686.922696966
2708,126545.638106681
2709,103030.432187678
2710,122261.972133675
2711,260634.199403752
2712,320039.486220165
2713,169421.240432431
2714,152548.840884599
2715,162773.944137062
2716,151807.922482817
2717,181138.87127781
2718,217730.014755096
2719,153706.795645662
2720,178373.986369581
2721,134086.612752428
2722,157276.880128746
2723,153411.748513692
2724,121897.987862992
2725,125930.909739591
2726,134191.546032144
2727,175493.753229182
2728,176409.511537851
2729,146381.374843601
2730,138506.188680635
2731,123570.839464512
2732,118787.333583984
2733,157389.398271267
2734,150038.363113402
2735,130056.402050957
2736,138182.030523456
2737,118313.055640549
2738,145300.332584203
2739,164781.03541011
2740,135982.038981979
2741,143689.004089553
2742,160699.757776705
2743,143648.836506814
2744,152348.583670206
2745,144019.07101581
2746,131819.302791411
2747,161355.126768118
2748,134648.357250716
2749,122499.805760416
2750,127429.455691202
2751,125907.063154034
2752,211550.486270191
2753,152615.669714358
2754,197550.817864624
2755,136135.418979877
2756,88617.5838520543
2757,75674.8308062767
2758,90271.7504741402
2759,151740.723903961
2760,120261.63152665
2761,142555.221163745
2762,147481.159357149
2763,193471.546921328
2764,168993.236476911
2765,258189.642916224
2766,125867.881660899
2767,88494.4458491135
2768,125496.478547699
2769,123019.910564003
2770,154472.225499225
2771,112115.678269898
2772,112136.167152417
2773,155864.903658014
2774,141804.736903975
2775,120578.088056451
2776,155713.845502842
2777,155160.018839472
2778,113833.587953223
2779,119940.745106286
2780,109440.055428289
2781,96893.2570226431
2782,94237.327252102
2783,90528.5802064552
2784,122538.914780466
2785,128583.934493973
2786,70630.5060405295
2787,138523.33289442
2788,80145.8047451962
2789,175711.027848293
2790,94898.8826322435
2791,117014.002087651
2792,74891.958357251
2793,148578.647190237
2794,91257.1265743096
2795,119398.323993836
2796,97242.0689415741
2797,203853.449964657
2798,112423.978790997
2799,122524.931374005
2800,82146.566475657
2801,118781.835752111
2802,136151.092621251
2803,172917.120523918
2804,147826.807878409
2805,102811.419173997
2806,93993.7661366786
2807,162616.202418726
2808,137925.420592143
2809,131785.326942947
2810,125312.216110625
2811,152113.05357963
2812,152632.724171787
2813,167744.721861512
2814,170264.3544509
2815,103516.290706452
2816,224771.926056523
2817,138911.983283605
2818,127710.211083694
2819,163527.491780259
2820,134820.480454856
2821,110092.610721556
2822,188410.213125557
2823,258020.235778724
2824,162276.905592504
2825,151379.166489744
2826,128457.241900992
2827,148513.208851157
2828,220506.052440461
2829,212239.48757304
2830,226002.001312507
2831,181623.545001811
2832,226441.854868275
2833,277264.357781744
2834,205137.368592111
2835,219731.397093007
2836,189415.670230028
2837,168064.60208735
2838,146126.763773094
2839,172889.69242122
2840,199235.226680438
2841,204804.627972919
2842,223234.532794511
2843,148403.93208398
2844,171310.413345242
2845,119845.237396647
2846,210375.40359341
2847,190749.757369245
2848,224619.378463161
2849,200129.524009764
2850,273830.564268249
